PolicyNo,InceptionDate,ExpiryDate,Region,Industry,RevenueBand,Employees,CyberControlsScore,Underwriter,Premium,ClaimsCount,ClaimsAmount,Year,Month,LossRatio,Frequency,Severity
POL102224,2024-12-10,2025-12-10,US,Professional Services,100k-500k,8,94.3,UW-D,746.39,0,0.0,2024,12,0.0,0,0.0
POL102225,2024-05-25,2025-05-25,UK,Professional Services,100k-500k,7,40.0,UW-D,927.17,0,0.0,2024,5,0.0,0,0.0
POL102226,2024-06-12,2025-06-12,UK,Tech,500k-2m,70,76.7,UW-B,2476.72,0,0.0,2024,6,0.0,0,0.0
POL102227,2024-08-29,2025-08-29,EMEA,Manufacturing,2m-10m,96,75.2,UW-A,7068.67,0,0.0,2024,8,0.0,0,0.0
POL102228,2024-03-09,2025-03-09,EMEA,Professional Services,2m-10m,85,62.1,UW-D,7888.55,0,0.0,2024,3,0.0,0,0.0
POL102229,2024-06-23,2025-06-23,US,Professional Services,<100k,1,76.8,UW-A,225.71,0,0.0,2024,6,0.0,0,0.0
POL102230,2024-02-18,2025-02-17,APAC,Manufacturing,2m-10m,154,77.5,UW-A,8016.77,0,0.0,2024,2,0.0,0,0.0
POL102231,2024-04-17,2025-04-17,EMEA,Retail,500k-2m,32,44.0,UW-A,2934.46,0,0.0,2024,4,0.0,0,0.0
POL102232,2024-08-13,2025-08-13,UK,Retail,100k-500k,22,91.0,UW-A,813.47,0,0.0,2024,8,0.0,0,0.0
POL102233,2024-06-09,2025-06-09,UK,Other,<100k,5,41.6,UW-C,239.8,0,0.0,2024,6,0.0,0,0.0
POL102234,2024-04-28,2025-04-28,UK,Manufacturing,100k-500k,20,47.8,UW-B,813.08,0,0.0,2024,4,0.0,0,0.0
POL102235,2024-05-28,2025-05-28,US,Tech,2m-10m,114,59.9,UW-D,7932.46,0,0.0,2024,5,0.0,0,0.0
POL102236,2024-05-29,2025-05-29,EMEA,Retail,100k-500k,8,93.8,UW-A,741.81,0,0.0,2024,5,0.0,0,0.0
POL102237,2024-10-19,2025-10-19,UK,Other,500k-2m,69,59.7,UW-B,2966.03,0,0.0,2024,10,0.0,0,0.0
POL102238,2024-05-22,2025-05-22,EMEA,Professional Services,100k-500k,12,64.4,UW-D,837.92,0,0.0,2024,5,0.0,0,0.0
POL102239,2024-06-08,2025-06-08,US,Professional Services,500k-2m,71,85.8,UW-C,2451.03,0,0.0,2024,6,0.0,0,0.0
POL102240,2024-01-11,2025-01-10,EMEA,Tech,<100k,5,60.4,UW-C,209.42,0,0.0,2024,1,0.0,0,0.0
POL102241,2024-05-17,2025-05-17,UK,Tech,100k-500k,15,47.2,UW-A,881.07,0,0.0,2024,5,0.0,0,0.0
POL102242,2024-03-18,2025-03-18,UK,Healthcare,100k-500k,24,58.5,UW-C,750.44,0,0.0,2024,3,0.0,0,0.0
POL102243,2024-03-17,2025-03-17,US,Manufacturing,<100k,5,85.5,UW-A,204.23,0,0.0,2024,3,0.0,0,0.0
POL102244,2024-09-10,2025-09-10,EMEA,Other,500k-2m,72,65.3,UW-B,2821.39,0,0.0,2024,9,0.0,0,0.0
POL102245,2024-09-14,2025-09-14,EMEA,Manufacturing,<100k,5,93.9,UW-B,193.28,0,0.0,2024,9,0.0,0,0.0
POL102246,2024-11-15,2025-11-15,US,Tech,500k-2m,46,75.6,UW-B,2837.69,0,0.0,2024,11,0.0,0,0.0
POL102247,2024-10-17,2025-10-17,UK,Tech,100k-500k,23,55.1,UW-C,913.6,0,0.0,2024,10,0.0,0,0.0
POL102248,2024-09-19,2025-09-19,UK,Other,100k-500k,23,65.5,UW-C,793.74,0,0.0,2024,9,0.0,0,0.0
POL102249,2024-03-25,2025-03-25,EMEA,Professional Services,<100k,2,52.2,UW-A,228.41,0,0.0,2024,3,0.0,0,0.0
POL102250,2024-05-25,2025-05-25,UK,Professional Services,<100k,3,54.9,UW-B,241.51,0,0.0,2024,5,0.0,0,0.0
POL102251,2024-11-18,2025-11-18,US,Other,2m-10m,92,100.0,UW-C,6999.54,0,0.0,2024,11,0.0,0,0.0
POL102252,2024-02-11,2025-02-10,US,Retail,100k-500k,7,80.2,UW-A,743.76,0,0.0,2024,2,0.0,0,0.0
POL102253,2024-05-04,2025-05-04,UK,Tech,500k-2m,59,77.3,UW-A,2669.9,0,0.0,2024,5,0.0,0,0.0
POL102254,2024-06-15,2025-06-15,UK,Manufacturing,10m+,1595,39.7,UW-A,22995.63,0,0.0,2024,6,0.0,0,0.0
POL102255,2024-08-28,2025-08-28,APAC,Other,<100k,3,88.5,UW-B,219.17,0,0.0,2024,8,0.0,0,0.0
POL102256,2024-10-06,2025-10-06,EMEA,Tech,100k-500k,14,81.4,UW-D,820.63,0,0.0,2024,10,0.0,0,0.0
POL102257,2024-07-06,2025-07-06,EMEA,Manufacturing,500k-2m,67,92.6,UW-A,2521.48,0,0.0,2024,7,0.0,0,0.0
POL102258,2024-10-28,2025-10-28,UK,Professional Services,10m+,652,86.0,UW-B,21082.11,0,0.0,2024,10,0.0,0,0.0
POL102259,2024-01-19,2025-01-18,UK,Retail,2m-10m,218,40.6,UW-C,7837.5,0,0.0,2024,1,0.0,0,0.0
POL102260,2024-03-08,2025-03-08,APAC,Other,100k-500k,12,48.2,UW-A,846.35,0,0.0,2024,3,0.0,0,0.0
POL102261,2024-08-05,2025-08-05,UK,Other,500k-2m,30,49.6,UW-D,3146.78,0,0.0,2024,8,0.0,0,0.0
POL102262,2024-04-11,2025-04-11,US,Professional Services,<100k,5,50.8,UW-B,233.42,0,0.0,2024,4,0.0,0,0.0
POL102263,2024-02-11,2025-02-10,UK,Tech,10m+,1659,53.3,UW-D,24188.2,0,0.0,2024,2,0.0,0,0.0
POL102264,2024-10-14,2025-10-14,US,Tech,10m+,760,48.9,UW-A,23678.2,0,0.0,2024,10,0.0,0,0.0
POL102265,2024-06-15,2025-06-15,UK,Retail,<100k,2,96.1,UW-A,215.91,0,0.0,2024,6,0.0,0,0.0
POL102266,2024-04-18,2025-04-18,EMEA,Tech,100k-500k,17,93.4,UW-A,689.89,0,0.0,2024,4,0.0,0,0.0
POL102267,2024-02-05,2025-02-04,APAC,Professional Services,<100k,5,64.9,UW-A,221.3,0,0.0,2024,2,0.0,0,0.0
POL102268,2024-08-19,2025-08-19,UK,Tech,100k-500k,10,94.2,UW-C,827.37,0,0.0,2024,8,0.0,0,0.0
POL102269,2024-08-16,2025-08-16,UK,Professional Services,500k-2m,56,86.8,UW-A,2734.78,0,0.0,2024,8,0.0,0,0.0
POL102270,2024-12-18,2025-12-18,US,Tech,100k-500k,24,58.0,UW-B,911.66,0,0.0,2024,12,0.0,0,0.0
POL102271,2024-06-12,2025-06-12,UK,Manufacturing,<100k,1,34.9,UW-A,243.32,0,0.0,2024,6,0.0,0,0.0
POL102272,2024-03-13,2025-03-13,APAC,Tech,100k-500k,22,61.5,UW-C,823.52,0,0.0,2024,3,0.0,0,0.0
POL102273,2024-05-15,2025-05-15,UK,Professional Services,10m+,1814,37.2,UW-C,22944.48,0,0.0,2024,5,0.0,0,0.0
POL102274,2024-12-18,2025-12-18,UK,Manufacturing,100k-500k,14,68.0,UW-B,784.48,0,0.0,2024,12,0.0,0,0.0
POL102275,2024-03-10,2025-03-10,US,Healthcare,100k-500k,7,66.3,UW-A,867.91,0,0.0,2024,3,0.0,0,0.0
POL102276,2024-07-14,2025-07-14,EMEA,Tech,<100k,5,65.9,UW-B,228.45,0,0.0,2024,7,0.0,0,0.0
POL102277,2024-09-25,2025-09-25,US,Tech,10m+,1908,53.8,UW-A,23003.17,0,0.0,2024,9,0.0,0,0.0
POL102278,2024-02-18,2025-02-17,UK,Healthcare,500k-2m,27,46.5,UW-A,3020.69,0,0.0,2024,2,0.0,0,0.0
POL102279,2024-11-11,2025-11-11,UK,Professional Services,100k-500k,6,71.1,UW-B,828.11,0,0.0,2024,11,0.0,0,0.0
POL102280,2024-05-09,2025-05-09,UK,Manufacturing,<100k,1,58.4,UW-D,238.69,0,0.0,2024,5,0.0,0,0.0
POL102281,2024-01-05,2025-01-04,UK,Professional Services,<100k,1,68.0,UW-D,231.88,0,0.0,2024,1,0.0,0,0.0
POL102282,2024-01-27,2025-01-26,EMEA,Professional Services,<100k,3,79.3,UW-B,202.41,0,0.0,2024,1,0.0,0,0.0
POL102283,2024-06-08,2025-06-08,UK,Retail,100k-500k,22,46.4,UW-B,896.1,0,0.0,2024,6,0.0,0,0.0
POL102284,2024-05-28,2025-05-28,UK,Healthcare,2m-10m,114,59.6,UW-D,7279.9,0,0.0,2024,5,0.0,0,0.0
POL102285,2024-09-20,2025-09-20,EMEA,Other,100k-500k,16,63.1,UW-B,847.85,0,0.0,2024,9,0.0,0,0.0
POL102286,2024-08-17,2025-08-17,UK,Tech,500k-2m,39,56.9,UW-B,2945.56,0,0.0,2024,8,0.0,0,0.0
POL102287,2024-07-18,2025-07-18,EMEA,Retail,100k-500k,24,78.3,UW-D,751.42,0,0.0,2024,7,0.0,0,0.0
POL102288,2024-02-19,2025-02-18,EMEA,Tech,500k-2m,40,53.8,UW-A,2824.93,0,0.0,2024,2,0.0,0,0.0
POL102289,2024-03-07,2025-03-07,UK,Retail,500k-2m,56,56.1,UW-A,2867.2,0,0.0,2024,3,0.0,0,0.0
POL102290,2024-10-26,2025-10-26,EMEA,Manufacturing,<100k,3,54.3,UW-B,233.16,0,0.0,2024,10,0.0,0,0.0
POL102291,2024-02-27,2025-02-26,US,Professional Services,100k-500k,19,81.2,UW-A,785.9,0,0.0,2024,2,0.0,0,0.0
POL102292,2024-09-15,2025-09-15,US,Other,100k-500k,7,57.5,UW-B,806.06,0,0.0,2024,9,0.0,0,0.0
POL102293,2024-12-07,2025-12-07,EMEA,Healthcare,<100k,4,71.9,UW-B,218.14,0,0.0,2024,12,0.0,0,0.0
POL102294,2024-11-21,2025-11-21,EMEA,Other,100k-500k,17,94.5,UW-B,700.65,0,0.0,2024,11,0.0,0,0.0
POL102295,2024-05-09,2025-05-09,UK,Manufacturing,100k-500k,16,63.7,UW-D,830.97,0,0.0,2024,5,0.0,0,0.0
POL102296,2024-08-02,2025-08-02,UK,Tech,10m+,1306,68.6,UW-A,21605.76,0,0.0,2024,8,0.0,0,0.0
POL102297,2024-06-20,2025-06-20,UK,Tech,100k-500k,22,89.9,UW-B,770.05,0,0.0,2024,6,0.0,0,0.0
POL102298,2024-09-14,2025-09-14,EMEA,Professional Services,500k-2m,20,80.2,UW-A,2590.47,0,0.0,2024,9,0.0,0,0.0
POL102299,2024-04-11,2025-04-11,APAC,Tech,100k-500k,11,64.6,UW-B,775.29,1,57376.97,2024,4,74.00710701801907,1,57376.97
POL102300,2024-07-27,2025-07-27,UK,Retail,500k-2m,63,74.0,UW-C,2666.91,0,0.0,2024,7,0.0,0,0.0
POL102301,2024-10-17,2025-10-17,UK,Retail,100k-500k,14,45.5,UW-B,927.5,0,0.0,2024,10,0.0,0,0.0
POL102302,2024-12-19,2025-12-19,EMEA,Other,2m-10m,206,51.2,UW-A,8652.0,0,0.0,2024,12,0.0,0,0.0
POL102303,2024-10-12,2025-10-12,UK,Professional Services,100k-500k,16,55.8,UW-B,965.45,0,0.0,2024,10,0.0,0,0.0
POL102304,2024-04-25,2025-04-25,UK,Manufacturing,100k-500k,15,98.5,UW-B,817.5,1,49992.67,2024,4,61.153113149847094,1,49992.67
POL102305,2024-09-20,2025-09-20,UK,Other,100k-500k,8,52.7,UW-A,816.29,0,0.0,2024,9,0.0,0,0.0
POL102306,2024-05-29,2025-05-29,UK,Manufacturing,100k-500k,23,52.4,UW-B,851.25,0,0.0,2024,5,0.0,0,0.0
POL102307,2024-10-26,2025-10-26,APAC,Tech,<100k,1,49.3,UW-B,233.53,0,0.0,2024,10,0.0,0,0.0
POL102308,2024-02-05,2025-02-04,APAC,Retail,<100k,1,73.4,UW-D,216.8,0,0.0,2024,2,0.0,0,0.0
POL102309,2024-11-28,2025-11-28,UK,Professional Services,<100k,4,67.1,UW-C,222.7,0,0.0,2024,11,0.0,0,0.0
POL102310,2024-10-13,2025-10-13,APAC,Professional Services,2m-10m,214,79.2,UW-C,8386.41,0,0.0,2024,10,0.0,0,0.0
POL102311,2024-10-29,2025-10-29,UK,Professional Services,<100k,3,75.0,UW-D,204.94,0,0.0,2024,10,0.0,0,0.0
POL102312,2024-11-06,2025-11-06,EMEA,Manufacturing,<100k,5,44.2,UW-C,228.74,0,0.0,2024,11,0.0,0,0.0
POL102313,2024-07-26,2025-07-26,UK,Retail,500k-2m,60,52.3,UW-D,3135.65,0,0.0,2024,7,0.0,0,0.0
POL102314,2024-04-15,2025-04-15,EMEA,Retail,100k-500k,6,85.4,UW-A,762.28,0,0.0,2024,4,0.0,0,0.0
POL102315,2024-06-06,2025-06-06,UK,Other,100k-500k,22,61.7,UW-B,862.39,0,0.0,2024,6,0.0,0,0.0
POL102316,2024-04-30,2025-04-30,UK,Tech,<100k,5,82.8,UW-C,222.41,0,0.0,2024,4,0.0,0,0.0
POL102317,2024-02-24,2025-02-23,APAC,Retail,10m+,1192,50.8,UW-B,23846.28,0,0.0,2024,2,0.0,0,0.0
POL102318,2024-01-12,2025-01-11,UK,Manufacturing,2m-10m,73,49.8,UW-A,8249.68,0,0.0,2024,1,0.0,0,0.0
POL102319,2024-05-24,2025-05-24,APAC,Tech,2m-10m,93,59.5,UW-A,8317.86,0,0.0,2024,5,0.0,0,0.0
POL102320,2024-05-15,2025-05-15,UK,Healthcare,100k-500k,14,50.3,UW-A,835.21,1,13308.31,2024,5,15.934088432849222,1,13308.31
POL102321,2024-01-03,2025-01-02,UK,Tech,500k-2m,53,56.0,UW-A,2795.52,1,89839.32,2024,1,32.13689045329671,1,89839.32
POL102322,2024-05-23,2025-05-23,EMEA,Manufacturing,<100k,4,68.0,UW-A,227.26,0,0.0,2024,5,0.0,0,0.0
POL102323,2024-01-30,2025-01-29,US,Professional Services,<100k,1,72.7,UW-B,195.62,0,0.0,2024,1,0.0,0,0.0
POL102324,2024-08-24,2025-08-24,UK,Professional Services,<100k,2,41.1,UW-D,256.21,0,0.0,2024,8,0.0,0,0.0
POL102325,2024-10-05,2025-10-05,UK,Retail,100k-500k,18,64.6,UW-C,851.22,0,0.0,2024,10,0.0,0,0.0
POL102326,2024-12-13,2025-12-13,US,Tech,100k-500k,15,56.1,UW-C,866.33,0,0.0,2024,12,0.0,0,0.0
POL102327,2024-04-24,2025-04-24,UK,Professional Services,100k-500k,15,55.1,UW-D,791.95,1,9370.31,2024,4,11.831946461266492,1,9370.31
POL102328,2024-04-13,2025-04-13,US,Professional Services,<100k,1,67.0,UW-B,207.72,0,0.0,2024,4,0.0,0,0.0
POL102329,2024-04-27,2025-04-27,US,Professional Services,100k-500k,8,56.7,UW-A,841.15,0,0.0,2024,4,0.0,0,0.0
POL102330,2024-01-05,2025-01-04,US,Retail,500k-2m,32,85.4,UW-A,2727.51,0,0.0,2024,1,0.0,0,0.0
POL102331,2024-12-25,2025-12-25,APAC,Retail,100k-500k,11,82.7,UW-D,710.89,0,0.0,2024,12,0.0,0,0.0
POL102332,2024-09-04,2025-09-04,US,Retail,500k-2m,35,82.4,UW-A,2750.99,0,0.0,2024,9,0.0,0,0.0
POL102333,2024-12-29,2025-12-29,UK,Healthcare,<100k,1,57.6,UW-C,224.16,0,0.0,2024,12,0.0,0,0.0
POL102334,2024-11-16,2025-11-16,UK,Professional Services,500k-2m,64,49.9,UW-B,2884.91,0,0.0,2024,11,0.0,0,0.0
POL102335,2024-04-30,2025-04-30,US,Tech,100k-500k,5,66.2,UW-D,845.08,0,0.0,2024,4,0.0,0,0.0
POL102336,2024-10-12,2025-10-12,UK,Manufacturing,<100k,3,62.7,UW-B,227.89,0,0.0,2024,10,0.0,0,0.0
POL102337,2024-05-28,2025-05-28,UK,Manufacturing,<100k,4,55.8,UW-C,221.29,0,0.0,2024,5,0.0,0,0.0
POL102338,2024-03-24,2025-03-24,EMEA,Professional Services,100k-500k,7,47.3,UW-A,909.3,0,0.0,2024,3,0.0,0,0.0
POL102339,2024-08-18,2025-08-18,EMEA,Professional Services,500k-2m,63,63.7,UW-A,2477.49,0,0.0,2024,8,0.0,0,0.0
POL102340,2024-10-14,2025-10-14,US,Retail,100k-500k,9,58.8,UW-B,833.79,1,14431.44,2024,10,17.308243082790632,1,14431.44
POL102341,2024-06-09,2025-06-09,US,Retail,100k-500k,13,75.2,UW-D,818.24,0,0.0,2024,6,0.0,0,0.0
POL102342,2024-09-28,2025-09-28,UK,Healthcare,2m-10m,189,73.1,UW-B,7496.11,0,0.0,2024,9,0.0,0,0.0
POL102343,2024-02-07,2025-02-06,US,Tech,500k-2m,49,81.0,UW-D,2415.51,0,0.0,2024,2,0.0,0,0.0
POL102344,2024-08-13,2025-08-13,EMEA,Healthcare,100k-500k,14,46.0,UW-C,918.54,0,0.0,2024,8,0.0,0,0.0
POL102345,2024-05-21,2025-05-21,EMEA,Tech,100k-500k,23,70.8,UW-C,771.63,0,0.0,2024,5,0.0,0,0.0
POL102346,2024-10-18,2025-10-18,UK,Retail,<100k,5,54.0,UW-B,229.89,0,0.0,2024,10,0.0,0,0.0
POL102347,2024-05-30,2025-05-30,EMEA,Manufacturing,100k-500k,9,46.6,UW-B,890.26,0,0.0,2024,5,0.0,0,0.0
POL102348,2024-04-23,2025-04-23,EMEA,Retail,100k-500k,13,58.4,UW-A,854.85,0,0.0,2024,4,0.0,0,0.0
POL102349,2024-08-24,2025-08-24,UK,Tech,10m+,866,72.4,UW-D,23116.56,0,0.0,2024,8,0.0,0,0.0
POL102350,2024-03-06,2025-03-06,UK,Other,100k-500k,24,59.2,UW-D,849.73,0,0.0,2024,3,0.0,0,0.0
POL102351,2024-12-26,2025-12-26,EMEA,Manufacturing,100k-500k,21,88.3,UW-C,795.9,0,0.0,2024,12,0.0,0,0.0
POL102352,2024-12-06,2025-12-06,US,Manufacturing,100k-500k,14,73.1,UW-A,814.97,0,0.0,2024,12,0.0,0,0.0
POL102353,2024-09-14,2025-09-14,EMEA,Professional Services,2m-10m,198,57.1,UW-A,8246.21,0,0.0,2024,9,0.0,0,0.0
POL102354,2024-09-05,2025-09-05,UK,Tech,500k-2m,20,82.2,UW-D,2832.86,0,0.0,2024,9,0.0,0,0.0
POL102355,2024-11-26,2025-11-26,UK,Other,100k-500k,20,71.5,UW-A,826.9,0,0.0,2024,11,0.0,0,0.0
POL102356,2024-11-18,2025-11-18,UK,Retail,500k-2m,34,50.7,UW-C,3024.63,0,0.0,2024,11,0.0,0,0.0
POL102357,2024-06-28,2025-06-28,US,Manufacturing,100k-500k,21,92.7,UW-B,824.15,0,0.0,2024,6,0.0,0,0.0
POL102358,2024-07-08,2025-07-08,US,Professional Services,100k-500k,24,68.7,UW-B,884.45,1,11159.64,2024,7,12.617604160777883,1,11159.64
POL102359,2024-06-02,2025-06-02,EMEA,Professional Services,<100k,1,65.3,UW-C,218.83,0,0.0,2024,6,0.0,0,0.0
POL102360,2024-07-14,2025-07-14,EMEA,Other,100k-500k,17,52.0,UW-A,915.08,0,0.0,2024,7,0.0,0,0.0
POL102361,2024-11-06,2025-11-06,APAC,Retail,<100k,1,82.7,UW-B,214.16,0,0.0,2024,11,0.0,0,0.0
POL102362,2024-09-18,2025-09-18,UK,Tech,2m-10m,121,71.5,UW-D,8093.18,0,0.0,2024,9,0.0,0,0.0
POL102363,2024-05-22,2025-05-22,UK,Tech,100k-500k,9,74.3,UW-C,837.4,2,66336.26,2024,5,79.21693336517792,2,33168.13
POL102364,2024-12-07,2025-12-07,UK,Retail,10m+,973,47.7,UW-C,23810.39,0,0.0,2024,12,0.0,0,0.0
POL102365,2024-11-11,2025-11-11,US,Tech,100k-500k,24,77.3,UW-C,824.26,0,0.0,2024,11,0.0,0,0.0
POL102366,2024-04-10,2025-04-10,UK,Retail,100k-500k,18,78.5,UW-A,814.01,0,0.0,2024,4,0.0,0,0.0
POL102367,2024-08-31,2025-08-31,US,Professional Services,100k-500k,15,54.8,UW-A,875.7,0,0.0,2024,8,0.0,0,0.0
POL102368,2024-01-12,2025-01-11,UK,Manufacturing,<100k,3,43.7,UW-B,235.65,0,0.0,2024,1,0.0,0,0.0
POL102369,2024-08-26,2025-08-26,UK,Professional Services,100k-500k,17,73.6,UW-B,805.73,0,0.0,2024,8,0.0,0,0.0
POL102370,2024-02-18,2025-02-17,US,Other,<100k,4,41.4,UW-B,260.14,0,0.0,2024,2,0.0,0,0.0
POL102371,2024-02-11,2025-02-10,UK,Tech,100k-500k,6,67.2,UW-C,851.87,0,0.0,2024,2,0.0,0,0.0
POL102372,2024-06-14,2025-06-14,EMEA,Retail,100k-500k,7,58.2,UW-A,830.01,0,0.0,2024,6,0.0,0,0.0
POL102373,2024-03-22,2025-03-22,EMEA,Tech,500k-2m,74,82.5,UW-C,2609.13,0,0.0,2024,3,0.0,0,0.0
POL102374,2024-10-17,2025-10-17,UK,Healthcare,<100k,4,59.1,UW-A,239.27,0,0.0,2024,10,0.0,0,0.0
POL102375,2024-06-06,2025-06-06,EMEA,Other,<100k,1,81.6,UW-A,204.45,0,0.0,2024,6,0.0,0,0.0
POL102376,2024-08-03,2025-08-03,US,Manufacturing,100k-500k,10,57.2,UW-B,793.5,0,0.0,2024,8,0.0,0,0.0
POL102377,2024-06-06,2025-06-06,US,Retail,2m-10m,56,79.4,UW-C,6953.86,0,0.0,2024,6,0.0,0,0.0
POL102378,2024-05-13,2025-05-13,UK,Retail,500k-2m,34,95.6,UW-A,2317.37,0,0.0,2024,5,0.0,0,0.0
POL102379,2024-03-07,2025-03-07,EMEA,Manufacturing,100k-500k,15,48.8,UW-B,820.98,0,0.0,2024,3,0.0,0,0.0
POL102380,2024-12-01,2025-12-01,UK,Other,100k-500k,7,69.3,UW-C,777.94,0,0.0,2024,12,0.0,0,0.0
POL102381,2024-01-07,2025-01-06,UK,Other,<100k,2,100.0,UW-A,213.85,0,0.0,2024,1,0.0,0,0.0
POL102382,2024-01-14,2025-01-13,UK,Professional Services,10m+,1033,55.7,UW-B,22900.33,0,0.0,2024,1,0.0,0,0.0
POL102383,2024-03-13,2025-03-13,US,Other,500k-2m,33,65.6,UW-D,2736.05,0,0.0,2024,3,0.0,0,0.0
POL102384,2024-06-11,2025-06-11,US,Tech,100k-500k,13,76.7,UW-B,749.92,0,0.0,2024,6,0.0,0,0.0
POL102385,2024-03-06,2025-03-06,EMEA,Professional Services,100k-500k,22,65.4,UW-A,830.51,0,0.0,2024,3,0.0,0,0.0
POL102386,2024-12-12,2025-12-12,EMEA,Tech,<100k,3,39.4,UW-B,219.52,0,0.0,2024,12,0.0,0,0.0
POL102387,2024-05-09,2025-05-09,APAC,Professional Services,10m+,1651,65.5,UW-B,21888.1,0,0.0,2024,5,0.0,0,0.0
POL102388,2024-07-24,2025-07-24,EMEA,Manufacturing,<100k,5,34.9,UW-A,268.52,0,0.0,2024,7,0.0,0,0.0
POL102389,2024-10-02,2025-10-02,UK,Manufacturing,100k-500k,16,58.6,UW-A,881.83,0,0.0,2024,10,0.0,0,0.0
POL102390,2024-09-12,2025-09-12,US,Manufacturing,<100k,4,83.1,UW-A,209.05,0,0.0,2024,9,0.0,0,0.0
POL102391,2024-09-22,2025-09-22,US,Healthcare,500k-2m,37,59.3,UW-A,2938.27,0,0.0,2024,9,0.0,0,0.0
POL102392,2024-01-25,2025-01-24,US,Retail,500k-2m,28,54.3,UW-A,2805.71,0,0.0,2024,1,0.0,0,0.0
POL102393,2024-10-07,2025-10-07,US,Healthcare,500k-2m,68,77.5,UW-B,2579.91,0,0.0,2024,10,0.0,0,0.0
POL102394,2024-09-09,2025-09-09,EMEA,Professional Services,100k-500k,20,52.0,UW-B,944.13,0,0.0,2024,9,0.0,0,0.0
POL102395,2024-11-05,2025-11-05,UK,Manufacturing,2m-10m,98,45.7,UW-D,7794.84,0,0.0,2024,11,0.0,0,0.0
POL102396,2024-10-15,2025-10-15,EMEA,Healthcare,<100k,5,69.1,UW-B,216.69,0,0.0,2024,10,0.0,0,0.0
POL102397,2024-06-12,2025-06-12,UK,Healthcare,100k-500k,12,62.1,UW-D,857.68,0,0.0,2024,6,0.0,0,0.0
POL102398,2024-04-04,2025-04-04,UK,Retail,<100k,3,46.3,UW-B,224.76,0,0.0,2024,4,0.0,0,0.0
POL102399,2024-09-26,2025-09-26,US,Manufacturing,10m+,991,64.6,UW-A,23087.38,0,0.0,2024,9,0.0,0,0.0
POL102400,2024-11-16,2025-11-16,US,Professional Services,100k-500k,6,71.9,UW-B,807.68,0,0.0,2024,11,0.0,0,0.0
POL102401,2024-04-19,2025-04-19,UK,Professional Services,500k-2m,27,59.3,UW-C,2933.41,0,0.0,2024,4,0.0,0,0.0
POL102402,2024-12-01,2025-12-01,US,Manufacturing,500k-2m,63,60.0,UW-A,2916.35,0,0.0,2024,12,0.0,0,0.0
POL102403,2024-11-05,2025-11-05,US,Retail,<100k,5,72.0,UW-A,216.01,0,0.0,2024,11,0.0,0,0.0
POL102404,2024-08-25,2025-08-25,UK,Manufacturing,<100k,1,82.8,UW-A,229.55,0,0.0,2024,8,0.0,0,0.0
POL102405,2024-01-25,2025-01-24,EMEA,Professional Services,100k-500k,17,60.6,UW-B,820.27,0,0.0,2024,1,0.0,0,0.0
POL102406,2024-05-20,2025-05-20,UK,Professional Services,100k-500k,21,74.6,UW-A,868.37,0,0.0,2024,5,0.0,0,0.0
POL102407,2024-04-26,2025-04-26,EMEA,Manufacturing,<100k,1,73.5,UW-A,230.45,0,0.0,2024,4,0.0,0,0.0
POL102408,2024-01-25,2025-01-24,UK,Retail,<100k,2,78.2,UW-A,233.53,0,0.0,2024,1,0.0,0,0.0
POL102409,2024-03-19,2025-03-19,US,Retail,2m-10m,237,63.2,UW-C,7927.06,0,0.0,2024,3,0.0,0,0.0
POL102410,2024-03-08,2025-03-08,EMEA,Professional Services,10m+,558,45.7,UW-B,22688.68,0,0.0,2024,3,0.0,0,0.0
POL102411,2024-06-21,2025-06-21,EMEA,Professional Services,100k-500k,5,58.0,UW-B,943.78,0,0.0,2024,6,0.0,0,0.0
POL102412,2024-01-12,2025-01-11,EMEA,Healthcare,100k-500k,19,70.0,UW-B,811.19,0,0.0,2024,1,0.0,0,0.0
POL102413,2024-10-14,2025-10-14,UK,Tech,<100k,4,92.2,UW-B,196.85,0,0.0,2024,10,0.0,0,0.0
POL102414,2024-05-07,2025-05-07,UK,Manufacturing,500k-2m,40,57.3,UW-A,2828.73,0,0.0,2024,5,0.0,0,0.0
POL102415,2024-04-05,2025-04-05,US,Manufacturing,500k-2m,37,76.7,UW-B,2561.92,0,0.0,2024,4,0.0,0,0.0
POL102416,2024-04-01,2025-04-01,UK,Tech,<100k,4,60.0,UW-A,232.63,0,0.0,2024,4,0.0,0,0.0
POL102417,2024-05-20,2025-05-20,APAC,Healthcare,<100k,2,66.6,UW-B,215.54,0,0.0,2024,5,0.0,0,0.0
POL102418,2024-01-31,2025-01-30,UK,Healthcare,500k-2m,32,87.4,UW-B,2567.56,0,0.0,2024,1,0.0,0,0.0
POL102419,2024-11-29,2025-11-29,UK,Tech,100k-500k,6,76.4,UW-A,848.15,0,0.0,2024,11,0.0,0,0.0
POL102420,2024-01-20,2025-01-19,US,Professional Services,<100k,3,46.4,UW-A,243.08,1,19021.23,2024,1,78.25090505183478,1,19021.23
POL102421,2024-05-25,2025-05-25,EMEA,Professional Services,100k-500k,19,56.2,UW-A,860.17,1,58552.25,2024,5,68.0705558203611,1,58552.25
POL102422,2024-11-11,2025-11-11,UK,Healthcare,100k-500k,16,83.7,UW-A,797.51,0,0.0,2024,11,0.0,0,0.0
POL102423,2024-06-08,2025-06-08,APAC,Healthcare,100k-500k,19,66.9,UW-A,833.26,0,0.0,2024,6,0.0,0,0.0
